id,category,topic,title,question,answer,keywords,source,url
795,"Agriculture,Rural & Environment",CMFMC,Creation of Modern Facilities in Market Committee: Scheme to provide assistance foe setting up modern facilities in Market Committee,What is Creation of Modern Facilities in Market Committee: Scheme to provide assistance foe setting up modern facilities in Market Committee?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to provide financial assistance to Market Committees for setting up modern facilities, improving agricultural infrastructure, and enhancing the competitiveness of agricultural markets.","Agriculture, Market Committee, Modern Facilities, Agriculture,Rural & Environment, Business & Entrepreneurship",State,https://www.myscheme.gov.in/schemes/cmfmc
796,"Agriculture,Rural & Environment",SPSMCT,Scheme to Provide Assistance to Sate Market Committees as well as Taluka-District Co-operative Purchase and Sale Union to Construct Large Size Warehouse Godowns,What is Scheme to Provide Assistance to Sate Market Committees as well as Taluka-District Co-operative Purchase and Sale Union to Construct Large Size Warehouse Godowns?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to State Market Committees and Taluka-District Co-operative Purchase and Sale Unions for constructing large-sized warehouse godowns","Agriculture, Market Committee, Warehouse Godowns, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/spsmct
797,"Agriculture,Rural & Environment",IFSPETA,To Increase Fish Seed Production and Inland Fisheries Equipment in Tribal Areas,What is To Increase Fish Seed Production and Inland Fisheries Equipment in Tribal Areas?,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish production and provide employment opportunities to Scheduled Tribes (ST) individuals engaged in inland fisheries.","Agriculture, Farmer, Fishing Activities, Boat-net, Fish Seed, Scheduled Tribe, Training, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ifspeta
798,"Agriculture,Rural & Environment",CDGSTA,Construction of Dudhghar/ Godown (Scheduled Tribe Area),What is Construction of Dudhghar/ Godown (Scheduled Tribe Area)?,"The scheme ""Construction of Dudhghar/ Godown (Scheduled Tribe Area)"" provides financial assistance for the construction of Dudhghar (milk storage unit) and Godown (cattle feed storage) for Village Milk Producer Co-operative Societies in Scheduled Tribe areas of Gujarat.","Animal Husbandry, Dairy Development, Godown Construction, Cattle Feed Storage, Scheduled Tribe, ST, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cdgsta
799,"Agriculture,Rural & Environment",SFSOISF,Scheme for Supply of Improved Seeds for Fodder,What is Scheme for Supply of Improved Seeds for Fodder?,"The ""Scheme for Supply of Improved Seeds for Fodder"" aims to supply improved quality fodder seeds to registered Gaushalas and Panjarapols to ensure round-the-year green fodder availability for livestock.","Agriculture, Seed Supply, Fodder, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/sfsoisf
800,"Agriculture,Rural & Environment",MNY,Mahila Nursery Yojana,What is Mahila Nursery Yojana?,"The scheme aims to promote nursery establishment by providing women's groups with high-quality seedlings or saplings from certified sources, along with a fixed grant, technical support, and training to ensure effective nursery operations.","Nursery, Women Group, SHG, Mahila Mangal Dal, Agriculture,Rural & Environment, Women and Child",State,https://www.myscheme.gov.in/schemes/mny
801,"Agriculture,Rural & Environment",ASCFPSSGUJ,Assistance to Scheduled Castes for Fisheries: Prawn Seed Stocking Gujarat,What is Assistance to Scheduled Castes for Fisheries: Prawn Seed Stocking Gujarat?,The scheme aims to increase fish production by rearing fish in reservoirs and to provide employment to Scheduled Caste (SC) individuals involved in inland fisheries activities.,"Fish Production, Fish Farming, Fishermen, Fish Farmer, Prawn Seed Stocking, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ascfpssguj
802,"Agriculture,Rural & Environment",PMKSYHKKPGWS,Pradhan Mantri Krishi Sinchayee Yojana - Har Khet Ko Pani (Groundwater Irrigation Scheme) Uttarakhand,What is Pradhan Mantri Krishi Sinchayee Yojana - Har Khet Ko Pani (Groundwater Irrigation Scheme) Uttarakhand?,The scheme aims to provide assured and sustainable irrigation to every farm by developing groundwater-based irrigation facilities for farmers. This scheme is a centrally sponsored scheme with a funding pattern of 90% Central share and 10% State share.,"Farmer, Irrigation, Groundwater Irrigation, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmksyhkkpgws
803,"Agriculture,Rural & Environment",IFPTPSSGUJ,To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Prawn Seed Stocking - Gujarat,What is To Increase Fish Seed Production and Inland Fisheries Resources in Tribal Areas: Prawn Seed Stocking - Gujarat?,The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to people involved in inland fisheries activities.,"Fish, Fish Activities, Fish Production, Scheduled Tribes, Fishermen, Prawn Seed, Stocking, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ifptpssguj
804,"Agriculture,Rural & Environment",PMMSYMBEGUJ,Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Medium Biofloc Establishment - Gujarat,What is Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Medium Biofloc Establishment - Gujarat?,The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to people involved in inland fisheries activities.,"Fish Farming, Biofloc, Recirculating Aquaculture System, Employment, Freshwater Hatcheries, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pmmsymbeguj
805,"Agriculture,Rural & Environment",SPABEM,A Scheme to Provide Assistance for Building E-Market Facilities in Market Committees,What is A Scheme to Provide Assistance for Building E-Market Facilities in Market Committees?,"This scheme provides financial assistance to market committees in Gujarat to establish e-market facilities, aligning with the National Agriculture Market Policy for a unified national e-market.","Agriculture, E-Market, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/spabem
806,"Agriculture,Rural & Environment",ATCISG,Assistance to Co-operative Irrigation Societies M. N. R.-10 (General Area),What is Assistance to Co-operative Irrigation Societies M. N. R.-10 (General Area)?,"The scheme ""Assistance to Co-operative Irrigation Societies, M. N. R.-10 (General Area)""  aims to increase agricultural production by supporting irrigation cooperative societies through the provision of pumps and electric motors for efficient water distribution.","Irrigation, Co-operative Irrigation Societies, Farm Productivity, Water Distribution, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/atcisg
807,"Agriculture,Rural & Environment",DSCTA:SSGCSCCM,Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,What is Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing?,"The objective of the scheme is to extend support to small and tiny growers, incentivizing them to form collectives/ Self Help Groups/ Cooperatives, thus encouraging them to take up marketing of coffee produced on a community-based approach through suitable financial incentives.","Coffee, Farmer, Agriculture, Subsidy, DBT, Agriculture,Rural & Environment",Ministry Of Commerce And Industry,https://www.myscheme.gov.in/schemes/dsctassgcsccm
808,"Agriculture,Rural & Environment",SMAM,Sub-mission On Agriculture Mechanization,What is Sub-mission On Agriculture Mechanization?,The Sub-Mission on Agricultural Mechanization was launched in 2014-15 by the Ministry of Agriculture and Farmers’ Welfare.,"Sub-Mission, Agriculture, Mechanization, SMAM, Agriculture,Rural & Environment",Ministry Of Agriculture and Farmers Welfare,https://www.myscheme.gov.in/schemes/smam
809,Utility & Sanitation,GOBARDHAN,Galvanizing Organic Bio-Agro Resources Dhan (GOBARdhan),What is Galvanizing Organic Bio-Agro Resources Dhan (GOBARdhan)?,GOBARdhan Scheme was launched in April 2018 as a part of the Solid and Liquid Waste Management component under Swachh Bharat Mission (Grameen) to positively impact village cleanliness and generate wealth and energy from cattle and organic waste. The main focus of GOBARDHAN is to keep villages clean.,"Solid Waste Management, Agriculture, Renewable Energy, Utility & Sanitation, Agriculture,Rural & Environment",Ministry Of Jal Shakti,https://www.myscheme.gov.in/schemes/gobardhan
810,"Agriculture,Rural & Environment",Haritha Haram,Haritha Haram,What is Haritha Haram?,The objective of the Haritha Haram program is to increase the green cover of the state from the existing 24% to 33% by planting and nurturing millions of saplings every year. The program also aims to create awareness among the public about the importance of preserving and protecting the environment.,"Haritha Haram, Forest Department, Haritha Mitra Awards, Telangana Ku Haritha Haram, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/haritha-haram
811,"Agriculture,Rural & Environment",PMMSY,Pradhan Mantri Matsya Sampada Yojana,What is Pradhan Mantri Matsya Sampada Yojana?,"Introduced by the Department of Fisheries, Pradhan Mantri Matsya Sampada Yojana (PMMSY) is a scheme to bring about ecologically healthy, economically viable, and socially inclusive development of the fisheries sector of India.","Fisheries, Agriculture, Farming, Agriculture,Rural & Environment","Ministry of Fisheries,Animal Husbandry and Dairying",https://www.myscheme.gov.in/schemes/pmmsy
812,"Agriculture,Rural & Environment",AVGSY,Acharya Vidyasagar Gau Samvardhan Yojana,What is Acharya Vidyasagar Gau Samvardhan Yojana?,"The objective of this scheme is to Increase in milk production, improving the economic status of the beneficiaries, increase in milk production capacity of animals and provide employment opportunities.","Animal Husbandary, Dairy, Milk Production, Cow, Veterinary, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/avgsy
813,Utility & Sanitation,HPMVSSPS,Himachal Pradesh Maharishi Valmiki Sampoorn Swachata Puraskar (state Sanitation Reward Scheme),What is Himachal Pradesh Maharishi Valmiki Sampoorn Swachata Puraskar (state Sanitation Reward Scheme)?,"The Maharishi Valmiki Sampoorn Swachata Puruskar (MVSSP) is a scheme under the Swachh Bharat Mission (G), Rural Development Department, H.P Government to identify and recognize the cleanest Gram Panchayat at various levels, including block, district, division, and state.","Award, Sanitation, Panchayat, Competition, Utility & Sanitation, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/hpmvssp
814,"Agriculture,Rural & Environment",CMKSY,Chief Minister’s Krishi Samuh Yojana,What is Chief Minister’s Krishi Samuh Yojana?,The Govt. of Arunachal Pradesh started the scheme “Chief Minister’s Krishi Samuh Yojana (CMKSY)” to empower the farmers through a cooperative approach by Institutionalisation of Farmers’ Producers’ Organisation and infusing timely support of good agriculture practices and marketing interventions.,"Farmer, Farmers Producer’s Organization, Agriculture, Financial Assistance, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cmksy
815,"Agriculture,Rural & Environment",CMWRS,Chief Minister’s White Revolutions Scheme,What is Chief Minister’s White Revolutions Scheme?,The CMWRS is a scheme aimed at boosting milk production and rejuvenating cooperative systems in five potential districts of Arunachal Pradesh. It targets 200 dairy farmers in a cooperative model to create subsistence means of livelihood for poor farmers and enhance organic agricultural productivity.,"Poverty Alleviation, Organic Farming, Livelihood, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/cmwrs
